student_id,faculty_id,rank
1,1,1
2,2,1
3,3,1
4,4,1
5,5,1
6,6,1
7,7,1
8,8,1
9,9,1
10,10,1
11,11,1
12,12,1
13,13,1
14,14,1
15,15,1
16,16,1
17,17,1
18,18,1
19,19,1
20,20,1
21,21,1
22,22,1
23,23,1
24,24,1
25,25,1
26,26,1
27,27,1
28,28,1
29,29,1
30,30,1
31,31,1
32,32,1
33,33,1
34,34,1
35,35,1
36,36,1
37,37,1
38,38,1
39,39,1
40,40,1
41,41,1
42,42,1
43,43,1
44,44,1
45,45,1
46,46,1
47,47,1
48,48,1
49,49,1
50,50,1
51,51,1
52,52,1
53,53,1
54,54,1
55,55,1
56,56,1
57,57,1
58,58,1
59,59,1
60,60,1
61,61,1
62,62,1
63,63,1
64,64,1
65,65,1
66,66,1
67,67,1
68,68,1
69,69,1
70,70,1
71,71,1
72,72,1
73,73,1
74,74,1
75,75,1
76,76,1
77,77,1
78,78,1
79,79,1
80,80,1
81,81,1
82,82,1
83,83,1
84,84,1
85,85,1
86,86,1
87,87,1
88,88,1
89,89,1
90,90,1
91,91,1
92,92,1
93,93,1
94,94,1
95,95,1
96,96,1
97,97,1
98,98,1
99,99,1
100,100,1
101,1,1
102,2,1
103,3,1
104,4,1
105,5,1
106,6,1
107,7,1
108,8,1
109,9,1
110,10,1
111,11,1
112,12,1
113,13,1
114,14,1
115,15,1
116,16,1
117,17,1
118,18,1
119,19,1
120,20,1
121,21,1
122,22,1
123,23,1
124,24,1
125,25,1
126,26,1
127,27,1
128,28,1
129,29,1
130,30,1
131,31,1
132,32,1
133,33,1
134,34,1
135,35,1
136,36,1
137,37,1
138,38,1
139,39,1
140,40,1
141,41,1
142,42,1
143,43,1
144,44,1
145,45,1
146,46,1
147,47,1
148,48,1
149,49,1
150,50,1
151,51,1
152,52,1
153,53,1
154,54,1
155,55,1
156,56,1
157,57,1
158,58,1
159,59,1
160,60,1
161,61,1
162,62,1
163,63,1
164,64,1
165,65,1
166,66,1
167,67,1
168,68,1
169,69,1
170,70,1
171,71,1
172,72,1
173,73,1
174,74,1
175,75,1
176,76,1
177,77,1
178,78,1
179,79,1
180,80,1
181,81,1
182,82,1
183,83,1
184,84,1
185,85,1
186,86,1
187,87,1
188,88,1
189,89,1
190,90,1
191,91,1
192,92,1
193,93,1
194,94,1
195,95,1
196,96,1
197,97,1
198,98,1
199,99,1
200,100,1
201,1,1
202,2,1
203,3,1
204,4,1
205,5,1
206,6,1
207,7,1
208,8,1
209,9,1
210,10,1
211,11,1
212,12,1
213,13,1
214,14,1
215,15,1
216,16,1
217,17,1
218,18,1
219,19,1
220,20,1
221,21,1
222,22,1
223,23,1
224,24,1
225,25,1
226,26,1
227,27,1
228,28,1
229,29,1
230,30,1
231,31,1
232,32,1
233,33,1
234,34,1
235,35,1
236,36,1
237,37,1
238,38,1
239,39,1
240,40,1
241,41,1
242,42,1
243,43,1
244,44,1
245,45,1
246,46,1
247,47,1
248,48,1
249,49,1
250,50,1
251,51,1
252,52,1
253,53,1
254,54,1
255,55,1
256,56,1
257,57,1
258,58,1
259,59,1
260,60,1
261,61,1
262,62,1
263,63,1
264,64,1
265,65,1
266,66,1
267,67,1
268,68,1
269,69,1
270,70,1
271,71,1
272,72,1
273,73,1
274,74,1
275,75,1
276,76,1
277,77,1
278,78,1
279,79,1
280,80,1
281,81,1
282,82,1
283,83,1
284,84,1
285,85,1
286,86,1
287,87,1
288,88,1
289,89,1
290,90,1
291,91,1
292,92,1
293,93,1
294,94,1
295,95,1
296,96,1
297,97,1
298,98,1
299,99,1
300,100,1
301,1,1
302,2,1
303,3,1
304,4,1
305,5,1
306,6,1
307,7,1
308,8,1
309,9,1
310,10,1
311,11,1
312,12,1
313,13,1
314,14,1
315,15,1
316,16,1
317,17,1
318,18,1
319,19,1
320,20,1
321,21,1
322,22,1
323,23,1
324,24,1
325,25,1
326,26,1
327,27,1
328,28,1
329,29,1
330,30,1
331,31,1
332,32,1
333,33,1
334,34,1
335,35,1
336,36,1
337,37,1
338,38,1
339,39,1
340,40,1
341,41,1
342,42,1
343,43,1
344,44,1
345,45,1
346,46,1
347,47,1
348,48,1
349,49,1
350,50,1
351,51,1
352,52,1
353,53,1
354,54,1
355,55,1
356,56,1
357,57,1
358,58,1
359,59,1
360,60,1
361,61,1
362,62,1
363,63,1
364,64,1
365,65,1
366,66,1
367,67,1
368,68,1
369,69,1
370,70,1
371,71,1
372,72,1
373,73,1
374,74,1
375,75,1
376,76,1
377,77,1
378,78,1
379,79,1
380,80,1
381,81,1
382,82,1
383,83,1
384,84,1
385,85,1
386,86,1
387,87,1
388,88,1
389,89,1
390,90,1
391,91,1
392,92,1
393,93,1
394,94,1
395,95,1
396,96,1
397,97,1
398,98,1
399,99,1
400,100,1
401,1,1
402,2,1
403,3,1
