student_id,faculty_id,rank
1,1,1
2,2,1
3,3,1
4,4,1
5,5,1
6,6,1
7,7,1
8,8,1
9,9,1
10,10,1
11,11,1
12,12,1
13,13,1
14,14,1
15,15,1
16,16,1
17,17,1
18,18,1
19,19,1
20,20,1
21,21,1
22,22,1
23,23,1
24,24,1
25,25,1
26,26,1
27,27,1
28,28,1
29,29,1
30,30,1
31,31,1
32,32,1
33,33,1
34,34,1
35,35,1
36,36,1
37,37,1
38,38,1
39,39,1
40,40,1
41,41,1
42,42,1
43,43,1
44,44,1
45,45,1
46,46,1
47,47,1
48,48,1
49,49,1
50,50,1
51,1,1
52,2,1
53,3,1
54,4,1
55,5,1
56,6,1
57,7,1
58,8,1
59,9,1
60,10,1
61,11,1
62,12,1
63,13,1
64,14,1
65,15,1
66,16,1
67,17,1
68,18,1
69,19,1
70,20,1
71,21,1
72,22,1
73,23,1
74,24,1
75,25,1
76,26,1
77,27,1
78,28,1
79,29,1
80,30,1
81,31,1
82,32,1
83,33,1
84,34,1
85,35,1
86,36,1
87,37,1
88,38,1
89,39,1
90,40,1
91,41,1
92,42,1
93,43,1
94,44,1
95,45,1
96,46,1
97,47,1
98,48,1
99,49,1
100,50,1
101,1,1
102,2,1
103,3,1
104,4,1
105,5,1
106,6,1
107,7,1
108,8,1
109,9,1
110,10,1
111,11,1
112,12,1
113,13,1
114,14,1
115,15,1
116,16,1
117,17,1
118,18,1
119,19,1
120,20,1
121,21,1
122,22,1
123,23,1
124,24,1
125,25,1
126,26,1
127,27,1
128,28,1
129,29,1
130,30,1
131,31,1
132,32,1
133,33,1
134,34,1
135,35,1
136,36,1
137,37,1
138,38,1
139,39,1
140,40,1
141,41,1
142,42,1
143,43,1
144,44,1
145,45,1
146,46,1
147,47,1
148,48,1
149,49,1
150,50,1
151,1,1
152,2,1
153,3,1
154,4,1
155,5,1
156,6,1
157,7,1
158,8,1
159,9,1
160,10,1
161,11,1
162,12,1
163,13,1
164,14,1
165,15,1
166,16,1
167,17,1
168,18,1
169,19,1
170,20,1
171,21,1
172,22,1
173,23,1
174,24,1
175,25,1
176,26,1
177,27,1
178,28,1
179,29,1
180,30,1
181,31,1
182,32,1
183,33,1
184,34,1
185,35,1
186,36,1
187,37,1
188,38,1
189,39,1
190,40,1
191,41,1
192,42,1
193,43,1
194,44,1
195,45,1
196,46,1
197,47,1
198,48,1
199,49,1
200,50,1
201,1,1
202,2,1
203,3,1
204,4,1
205,5,1
206,6,1
207,7,1
208,8,1
209,9,1
210,10,1
211,11,1
212,12,1
213,13,1
214,14,1
215,15,1
216,16,1
217,17,1
218,18,1
219,19,1
220,20,1
221,21,1
222,22,1
223,23,1
224,24,1
225,25,1
226,26,1
227,27,1
228,28,1
229,29,1
230,30,1
231,31,1
232,32,1
233,33,1
234,34,1
235,35,1
236,36,1
237,37,1
238,38,1
239,39,1
240,40,1
241,41,1
242,42,1
243,43,1
244,44,1
245,45,1
246,46,1
247,47,1
248,48,1
249,49,1
250,50,1
251,1,1
252,2,1
253,3,1
254,4,1
255,5,1
256,6,1
257,7,1
258,8,1
259,9,1
260,10,1
261,11,1
262,12,1
263,13,1
264,14,1
265,15,1
266,16,1
267,17,1
268,18,1
269,19,1
270,20,1
271,21,1
272,22,1
273,23,1
274,24,1
275,25,1
276,26,1
277,27,1
278,28,1
279,29,1
280,30,1
281,31,1
282,32,1
283,33,1
284,34,1
285,35,1
286,36,1
287,37,1
288,38,1
289,39,1
290,40,1
291,41,1
292,42,1
293,43,1
294,44,1
295,45,1
296,46,1
297,47,1
298,48,1
299,49,1
300,50,1
301,1,1
302,2,1
303,3,1
304,4,1
305,5,1
306,6,1
307,7,1
308,8,1
309,9,1
310,10,1
311,11,1
312,12,1
313,13,1
314,14,1
315,15,1
316,16,1
317,17,1
318,18,1
319,19,1
320,20,1
321,21,1
322,22,1
323,23,1
324,24,1
325,25,1
326,26,1
327,27,1
328,28,1
329,29,1
330,30,1
331,31,1
332,32,1
333,33,1
334,34,1
335,35,1
336,36,1
337,37,1
338,38,1
339,39,1
340,40,1
341,41,1
342,42,1
343,43,1
344,44,1
345,45,1
346,46,1
347,47,1
348,48,1
349,49,1
350,50,1
351,1,1
352,2,1
353,3,1
354,4,1
355,5,1
356,6,1
357,7,1
358,8,1
359,9,1
360,10,1
361,11,1
362,12,1
363,13,1
364,14,1
365,15,1
366,16,1
367,17,1
368,18,1
369,19,1
370,20,1
371,21,1
372,22,1
373,23,1
374,24,1
375,25,1
376,26,1
377,27,1
378,28,1
379,29,1
380,30,1
381,31,1
382,32,1
383,33,1
384,34,1
385,35,1
386,36,1
387,37,1
388,38,1
389,39,1
390,40,1
391,41,1
392,42,1
393,43,1
394,44,1
395,45,1
396,46,1
397,47,1
398,48,1
399,49,1
400,50,1
401,1,1
402,2,1
403,3,1
