student_id,faculty_id,rank
1,1,1
2,2,1
3,3,1
4,4,1
5,5,1
6,6,1
7,7,1
8,8,1
9,9,1
10,10,1
11,11,1
12,12,1
13,13,1
14,14,1
15,15,1
16,16,1
17,17,1
18,18,1
19,19,1
20,20,1
21,21,1
22,22,1
23,23,1
24,24,1
25,25,1
26,1,1
27,2,1
28,3,1
29,4,1
30,5,1
31,6,1
32,7,1
33,8,1
34,9,1
35,10,1
36,11,1
37,12,1
38,13,1
39,14,1
40,15,1
41,16,1
42,17,1
43,18,1
44,19,1
45,20,1
46,21,1
47,22,1
48,23,1
49,24,1
50,25,1
51,1,1
52,2,1
53,3,1
54,4,1
55,5,1
56,6,1
57,7,1
58,8,1
59,9,1
60,10,1
61,11,1
62,12,1
63,13,1
64,14,1
65,15,1
66,16,1
67,17,1
68,18,1
69,19,1
70,20,1
71,21,1
72,22,1
73,23,1
74,24,1
75,25,1
76,1,1
77,2,1
78,3,1
79,4,1
80,5,1
81,6,1
82,7,1
83,8,1
84,9,1
85,10,1
86,11,1
87,12,1
88,13,1
89,14,1
90,15,1
91,16,1
92,17,1
93,18,1
94,19,1
95,20,1
96,21,1
97,22,1
98,23,1
99,24,1
100,25,1
101,1,1
102,2,1
103,3,1
104,4,1
105,5,1
106,6,1
107,7,1
108,8,1
109,9,1
110,10,1
111,11,1
112,12,1
113,13,1
114,14,1
115,15,1
116,16,1
117,17,1
118,18,1
119,19,1
120,20,1
121,21,1
122,22,1
123,23,1
124,24,1
125,25,1
126,1,1
127,2,1
128,3,1
129,4,1
130,5,1
131,6,1
132,7,1
133,8,1
134,9,1
135,10,1
136,11,1
137,12,1
138,13,1
139,14,1
140,15,1
141,16,1
142,17,1
143,18,1
144,19,1
145,20,1
146,21,1
147,22,1
148,23,1
149,24,1
150,25,1
151,1,1
152,2,1
153,3,1
154,4,1
155,5,1
156,6,1
157,7,1
158,8,1
159,9,1
160,10,1
161,11,1
162,12,1
163,13,1
164,14,1
165,15,1
166,16,1
167,17,1
168,18,1
169,19,1
170,20,1
171,21,1
172,22,1
173,23,1
174,24,1
175,25,1
176,1,1
177,2,1
178,3,1
179,4,1
180,5,1
181,6,1
182,7,1
183,8,1
184,9,1
185,10,1
186,11,1
187,12,1
188,13,1
189,14,1
190,15,1
191,16,1
192,17,1
193,18,1
194,19,1
195,20,1
196,21,1
197,22,1
198,23,1
199,24,1
200,25,1
201,1,1
202,2,1
203,3,1
204,4,1
205,5,1
206,6,1
207,7,1
208,8,1
209,9,1
210,10,1
211,11,1
212,12,1
213,13,1
214,14,1
215,15,1
216,16,1
217,17,1
218,18,1
219,19,1
220,20,1
221,21,1
222,22,1
223,23,1
224,24,1
225,25,1
226,1,1
227,2,1
228,3,1
229,4,1
230,5,1
231,6,1
232,7,1
233,8,1
234,9,1
235,10,1
236,11,1
237,12,1
238,13,1
239,14,1
240,15,1
241,16,1
242,17,1
243,18,1
244,19,1
245,20,1
246,21,1
247,22,1
248,23,1
249,24,1
250,25,1
251,1,1
252,2,1
253,3,1
254,4,1
255,5,1
256,6,1
257,7,1
258,8,1
259,9,1
260,10,1
261,11,1
262,12,1
263,13,1
264,14,1
265,15,1
266,16,1
267,17,1
268,18,1
269,19,1
270,20,1
271,21,1
272,22,1
273,23,1
274,24,1
275,25,1
276,1,1
277,2,1
278,3,1
279,4,1
280,5,1
281,6,1
282,7,1
283,8,1
284,9,1
285,10,1
286,11,1
287,12,1
288,13,1
289,14,1
290,15,1
291,16,1
292,17,1
293,18,1
294,19,1
295,20,1
296,21,1
297,22,1
298,23,1
299,24,1
300,25,1
301,1,1
302,2,1
303,3,1
304,4,1
305,5,1
306,6,1
307,7,1
308,8,1
309,9,1
310,10,1
311,11,1
312,12,1
313,13,1
314,14,1
315,15,1
316,16,1
317,17,1
318,18,1
319,19,1
320,20,1
321,21,1
322,22,1
323,23,1
324,24,1
325,25,1
326,1,1
327,2,1
328,3,1
329,4,1
330,5,1
331,6,1
332,7,1
333,8,1
334,9,1
335,10,1
336,11,1
337,12,1
338,13,1
339,14,1
340,15,1
341,16,1
342,17,1
343,18,1
344,19,1
345,20,1
346,21,1
347,22,1
348,23,1
349,24,1
350,25,1
351,1,1
352,2,1
353,3,1
354,4,1
355,5,1
356,6,1
357,7,1
358,8,1
359,9,1
360,10,1
361,11,1
362,12,1
363,13,1
364,14,1
365,15,1
366,16,1
367,17,1
368,18,1
369,19,1
370,20,1
371,21,1
372,22,1
373,23,1
374,24,1
375,25,1
376,1,1
377,2,1
378,3,1
379,4,1
380,5,1
381,6,1
382,7,1
383,8,1
384,9,1
385,10,1
386,11,1
387,12,1
388,13,1
389,14,1
390,15,1
391,16,1
392,17,1
393,18,1
394,19,1
395,20,1
396,21,1
397,22,1
398,23,1
399,24,1
400,25,1
401,1,1
402,2,1
403,3,1
